kaptCode,kaptName,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility,groundElChargerCnt,undergroundElChargerCnt
A13084802,전농SK제2(임대),위탁관리,5,태영건물종합관리 주식회사,위탁관리,6,진성관리,위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,1900,단일계약,상주선임,P형,부스타방식,위탁관리,10,103,222,무,99,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 2호선, 5호선",,15~20분이내,관공서(동대문구청) 병원(위생병원) 백화점(롯데백화점(청량리점)) 공원(배봉산 그린공원),초등학교(전동초) 중학교(전일중) 고등학교(해성여고) 대학교(서울시립대),5,2
A13084803,전농우성,위탁관리,8,유원종합관리(주),위탁관리,20,유원종합관리(주),위탁관리,11,거점장비수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2850,단일계약,상주선임,P형,부스타방식,위탁관리,30,523,247,무,155,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",5분이내,"1호선, 5호선",,10~15분이내,"관공서(배봉파출소, 전농2동파출소) 병원(경희대학병원) 백화점(롯데백화점,홈플러스) 대형상가(전곡시장) 공원(배봉산근린공원) 기타(야외공연장)","초등학교(배봉초등학교, 전동초등학교) 중학교(전농중학교.휘경여중) 고등학교(동국대부속고, 휘경여고) 대학교(경희대,서울시립대,삼육대)",0,5
A13084804,전농SK,위탁관리,13,에이제이대원 주식회사,자치관리,18,,위탁관리,18,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,4900,단일계약,상주선임,R형,수도직결식,위탁관리,37,688,1254,무,212,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",10~15분이내,5호선,,15~20분이내,"관공서(전농2동사무소,전농우체국,전농파출소) 병원(전농제일성모병원) 대형상가(동서울한양쇼핑센터) 공원(배봉산근린공원) 기타(야외공연장)",초등학교(전동초등학교) 중학교(전일중학교) 고등학교(해성국제컨벤션고등학교),0,10
A13085301,전농삼성,위탁관리,6,(주)동우개발,위탁관리,4,(주)혜진종합관리,위탁관리,5,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,1720,단일계약,상주선임,P형,고가수조식,위탁관리,11,98,434,무,68,"관리사무소, 노인정, 보육시설, 어린이놀이터, 휴게시설, 유치원, 자전거보관소",5분이내,1호선,,,"관공서(전농2동사무소,전동3동사무소,청량리경찰서,전농3동사무소) 병원(경희대병원) 백화점() 대형상가(로타리시장) 기타(전시관)","초등학교(휘경초등학교,전곡초등학교) 중학교(해성여자중학교,전농중학교,전일중학교) 고등학교(해성여자전산상업고등학교) 대학교(서울시립대학교)",0,10
A13085901,전농동아,위탁관리,4,대한종합개발(주),위탁관리,2,유원종합관리(주),위탁관리,4,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,800,단일계약,위탁선임,P형,고가수조식,위탁관리,6,60,248,무,38,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,1호선,,10~15분이내,관공서(전농1동사무소) 병원(강북성심치과) 대형상가(삼성디지털프라자-하월곡점) 공원(간데메공원) 기타(전농시장),"초등학교(신답초등학교) 중학교(숭인중학교) 고등학교(청량정보고등학교) 대학교(서울시립대학, 외국어대학, 경희대학)",0,3
A13085902,전농동신성미소지움아파트,위탁관리,5,광인산업(주),위탁관리,4,(주)인덕종합관리,위탁관리,5,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,2225,단일계약,상주선임,R형,부스타방식,위탁관리,8,42,404,무,67,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,"1호선, 분당선, 경의중앙선, 경춘선",청량리역,5분이내,관공서(전농1동사무소) 병원(성바오로병원) 백화점(롯데백화점) 대형상가(삼성디지털프라자-하월곡점) 공원(이삭어린이공원),초등학교() 중학교(청량중) 고등학교(청량정보고) 대학교(서울시립대),0,0
A10020731,e편한세상답십리아르테포레아파트,위탁관리,5,(주)오케이시스템,위탁관리,,(주)세연종합관리,위탁관리,3,음식물쓰레기종량제,관리방식미정,,,철골철근콘크리트구조,1650,종합계약,상주선임,R형,부스타방식,관리방식미정,12,0,363,유,253,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,5호선,,,관공서(동대문구청) 병원(한양대학교병원) 백화점(롯데백화점) 대형상가(홈플러스) 공원(장안근린공원),"초등학교(군자초등락교) 중학교(장평중학교) 고등학교(동국대사범대학부속고등학교) 대학교(서울시립대,한양대)",0,8
A10020851,청계지웰에스테이트,위탁관리,,주식회사 동우개발,,,,,,,,,,,,,,,,,0,,,,,,5~10분이내,,,5~10분이내,,,0,0
A10020888,보광타워,위탁관리,2,주식회사 동우개발,위탁관리,,(주)동우개발,위탁관리,2,음식물쓰레기종량제,위탁관리,6,분무식,철골철근콘크리트구조,1500,단일계약,상주선임,GR형,부스타방식,위탁관리,3,2,133,유,54,"관리사무소, 주민공동시설, 자전거보관소",5~10분이내,5호선,,5~10분이내,,,0,1
A10022046,한신휴플러스그린파크 아파트,위탁관리,,주식회사 동우개발,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,5~10분이내,,,0,0
A10022258,청솔2차우성아파트,위탁관리,2,세화종합관리(주),자치관리(직영),,,자치관리(직영),2,차량수거방식,위탁관리,,분무식,철근콘크리트구조,400,종합계약,위탁선임,P형,부스타방식,위탁관리,4,40,81,무,31,"관리사무소, 노인정, 어린이놀이터",5분이내,"1호선, 5호선",,,,,0,0
A10022377,청계벽산메가트리움,자치관리,,,,,,,,,,,,,,,,,,,0,,,,,,5분이내,,,5분이내,,,5,0
A10023891,청계푸르지오시티,위탁관리,7,서일개발(주),위탁관리,4,서일개발(주),위탁관리,7,차량수거방식,위탁관리,12,분무식,철골콘크리트구조,2000,종합계약,상주선임,GR형,부스타방식,위탁관리,6,0,324,무,51,"관리사무소, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,"2호선, 5호선",,5분이내,관공서(동대문구청) 병원() 백화점(),,0,7
A10025754,답십리파크자이,위탁관리,7,(주)아주관리,위탁관리,5,에스케이쉴더스(주),위탁관리,8,차량수거방식,위탁관리,12,분무식,철골철근콘크리트구조,3500,종합계약,상주선임,R형,부스타방식,위탁관리,22,9,878,무,261,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,5호선,답십리,5~10분이내,관공서(답십리2동 주민센터) 병원(하늘병원),초등학교(답십리초등학교),0,18
A10026104,힐스테이트청계,위탁관리,8,(주)동우개발,위탁관리,6,(주)혜진종합관리,위탁관리,8,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,3250,종합계약,상주선임,GR형,부스타방식,위탁관리,18,7,903,유,354,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"2호선, 5호선","답십리역,신답역",10~15분이내,관공서(동대문구청) 백화점(롯데백화점) 대형상가(홈플러스) 공원(간데메공원),초등학교(신답초등학교) 중학교(숭인중학교),0,19
A10026232,래미안미드카운티,위탁관리,9,남경종합관리(주),위탁관리,9,에스원,위탁관리,13,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,3700,단일계약,상주선임,GR형,부스타방식,위탁관리,28,2,1196,유,349,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,1호선,,10~15분이내,공원(),초등학교(전농초등학교) 중학교(동대문중학교) 대학교(서울시립대학교),0,24
A10026779,답십리한화아파트,위탁관리,2,(주)신대한관리,위탁관리,2,인동종합관리,위탁관리,2,차량수거방식,위탁관리,8,분무식,철골철근콘크리트구조,1200,단일계약,위탁선임,P형,수도직결식,위탁관리,4,0,168,무,32,"관리사무소, 노인정, 자전거보관소",5~10분이내,,,5~10분이내,,,0,1
A10027089,현대썬앤빌청계,위탁관리,4,(주)다보산업관리,위탁관리,2,,위탁관리,2,음식물쓰레기종량제,위탁관리,6,분무식,철근콘크리트구조,1500,단일계약,상주선임,R형,부스타방식,위탁관리,2,19,124,유,33,"관리사무소, 자전거보관소",5분이내,5호선,답십리역,5분이내,,,0,0
A10028042,센시티일육,자치관리,4,,,,,위탁관리,1,거점장비수거방식,위탁관리,,,철골철근콘크리트구조,1150,단일계약,위탁선임,P형,부스타방식,위탁관리,2,3,69,유,35,,5분이내,,,5분이내,,,0,0
A13003002,답십리동서울한양,위탁관리,5,율산개발 유한회사,위탁관리,6,(주)듀델코리아,위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,1225,단일계약,위탁선임,P형,부스타방식,위탁관리,6,244,85,무,64,"관리사무소, 노인정, 어린이놀이터, 유치원, 자전거보관소",5~10분이내,5호선,답십리역,20분초과,"관공서(동대문구청) 병원(한양대학병원,새서울,한마음) 백화점(청량리롯데백화점) 대형상가(용두동 홈플러스, 면목동 까르푸) 공원(답십리근린공원) 기타()","초등학교(답신리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",0,0
A13003003,답십리두산위브,위탁관리,5,(주)동우개발,위탁관리,4,(주)듀델코리아,위탁관리,5,거점장비수거방식,위탁관리,12,"분무식,독이식",철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,16,124,473,유,205,"관리사무소, 노인정, 보육시설, 어린이놀이터",5~10분이내,5호선,,5~10분이내,,,6,6
A13003005,청계한신휴플러스,위탁관리,7,주식회사 한빛종합관리,위탁관리,6,(주)듀델코리아,위탁관리,8,차량수거방식,위탁관리,4,분무식,철근콘크리트구조,2550,단일계약,상주선임,R형,부스타방식,위탁관리,18,0,877,무,184,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,"2호선, 5호선","신답역, 답십리역",5분이내,관공서(동대문구청) 병원() 백화점(청량리 롯데백화점) 공원(응답휴식),초등학교(신답) 중학교(숭인),0,35
A13003007,래미안위브,위탁관리,18,한국주택시설관리주식회사,위탁관리,23,(주)에스원,위탁관리,33,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,13500,단일계약,상주선임,GR형,부스타방식,위탁관리,83,0,3190,무,882,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,5호선,,5~10분이내,관공서(답십리1동주민센터) 공원(용두공원),초등학교(답십리초등학교),0,18
A13003201,답십리두산,위탁관리,6,유원종합관리(주),위탁관리,10,한국보안컨설팅(주),위탁관리,8,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1950,단일계약,상주선임,GR형,부스타방식,위탁관리,17,237,521,무,147,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,5호선,답십리,10~15분이내,"관공서(동대문구청) 병원(한양대학병원,새서울,한마음) 백화점(청량리롯데백화점) 대형상가(용두동 홈플러스, 면목동 까르푸) 공원(답십리근린공원) 기타()","초등학교(답신리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",17,2
A13003202,답십리청솔우성,위탁관리,9,(주)두온종합관리,위탁관리,20,(주)두온종합관리,위탁관리,10,음식물쓰레기종량제,위탁관리,12,"분무식,기구부착식",철근콘크리트구조,3000,종합계약,상주선임,P형,부스타방식,위탁관리,50,244,966,무,150,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5~10분이내,"1호선, 5호선","답십리역, 청량리역",15~20분이내,"관공서(동대문구청) 병원(서울 성심병원) 백화점(청량리롯데백화점) 대형상가(용두동 홈플러스, 면목동 까르푸) 공원(답십리근린공원)","초등학교(답십리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",0,2
A13003402,세양청마루,위탁관리,4,(주)현대개발,위탁관리,2,(주)우원티엠,위탁관리,2,차량수거방식,위탁관리,8,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,1180,종합계약,위탁선임,GR형,부스타방식,위탁관리,7,65,198,무,48,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,5호선,답십리역 장한평역,20분초과,관공서(답십리2동주민센터) 병원(새서울병원) 백화점(청량리롯데백화점) 공원(답십리근린공원) 기타(힐스포파크스포츠클럽),"초등학교(배봉초,동답초) 중학교(숭인중,동대문중) 고등학교(전일중고,해성컨벤션고) 대학교(서울시립대학교)",7,0
A13003404,답십리우성그린,위탁관리,7,유원종합관리(주),위탁관리(직영+위탁),4,유원종합관리(주),위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1700,단일계약,상주선임,P형,고가수조식,위탁관리,23,261,163,무,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소, 기타",5분이내,"1호선, 5호선",,10~15분이내,"관공서(동대문구청) 병원(한양대학병원,새서울,한마음) 백화점(청량리롯데백화점) 대형상가(용두동 홈플러스, 면목동 까르푸) 기타()","초등학교(답신리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",8,0
A13003405,답십리동답한신,위탁관리,4,유원종합관리(주),자치관리(직영),8,,위탁관리,5,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,950,단일계약,위탁선임,P형,고가수조식,위탁관리,11,204,0,무,44,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,5호선,,15~20분이내,"관공서(동대문구청) 병원(한양대학병원,새서울,한마음) 백화점(청량리롯데백화점) 대형상가(용두동 홈플러스, 면목동 홈플러스) 공원(답십리근린공원) 기타()","초등학교(답신리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",4,0
A13003406,답십리동아,위탁관리,7,세화종합관리(주),위탁관리,6,한국보안컨설팅,위탁관리,7,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,2750,단일계약,상주선임,R형,부스타방식,위탁관리,18,227,596,무,161,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,5호선,,15~20분이내,"관공서(동대문구청, 답십리2동주민센터) 병원(영동병원) 백화점(청량리롯데백화점) 대형상가() 공원(답십리근린공원) 기타()","초등학교(답신리,신답,전농,배봉) 중학교(숭인중,동대문여중) 고등학교(전일중고,해성여상) 대학교(서울시립대학교)",0,17
